anime_id,name,type,episodes,rating,members,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Unknown,Vampire,Yaoi,Yuri,Movie,Music,ONA,OVA,Special,TV,Unknown
28891,Haikyuu!! Second Season,TV,0.2692389469025358,2.414913265550841,2.941904943530529,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,Sen to Chihiro no Kamikakushi,Movie,-0.24288787824746796,2.414913265550841,8.175763509094256,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23273,Shigatsu wa Kimi no Uso,TV,0.20522309375878534,2.4050809503838,7.2662704014399555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24701,Mushishi Zoku Shou 2nd Season,TV,-0.05084031881621654,2.3657516897156343,1.0548029718791645,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12355,Ookami Kodomo no Ame to Yuki,Movie,-0.24288787824746796,2.3264224290474673,3.796562495864437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1575,Code Geass: Hangyaku no Lelouch,TV,0.2692389469025358,2.3165901138804257,12.716151138029659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
263,Hajime no Ippo,TV,1.3361698326317104,2.3165901138804257,2.5465635746338044,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA,-0.1788720251037175,2.3165901138804257,2.0291647537581214,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,Cowboy Bebop,TV,0.2905775646171193,2.3067577987133845,8.55100215611371,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30276,One Punch Man,TV,-0.008163083387049562,2.3067577987133845,9.748299840045402,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
164,Mononoke Hime,Movie,-0.24288787824746796,2.2969254835463433,5.864534238308116,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7311,Suzumiya Haruhi no Shoushitsu,Movie,-0.24288787824746796,2.2969254835463433,4.053848148638496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
17074,Monogatari Series: Second Season,TV,0.2905775646171193,2.2870931683793017,3.4274531723937685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
21939,Mushishi Zoku Shou,TV,-0.05084031881621654,2.2870931683793017,1.5191904408715935,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
457,Mushishi,TV,0.2905775646171193,2.2674285380452175,5.143499587744627,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2001,Tengen Toppa Gurren Lagann,TV,0.3119161823317028,2.2674285380452175,9.939914169082464,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
245,Great Teacher Onizuka,TV,0.6533340657650386,2.257596222878176,4.568091097567929,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32983,Natsume Yuujinchou Go,TV,0.013175534327533928,2.2477639077111347,0.3793186811410315,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5258,Hajime no Ippo: New Challenger,TV,0.2905775646171193,2.237931592544093,1.2937918641787212,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28957,Mushishi Zoku Shou: Suzu no Shizuku,Movie,-0.24288787824746796,2.237931592544093,0.2589394963242409,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11665,Natsume Yuujinchou Shi,TV,0.013175534327533928,2.237931592544093,1.4659237005071402,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
431,Howl no Ugoku Shiro,Movie,-0.24288787824746796,2.228099277377052,5.748332479362373,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11741,Fate/Zero 2nd Season,TV,-0.008163083387049562,2.2182669622100106,5.890383201012373,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
31757,Kizumonogatari II: Nekketsu-hen,Movie,-0.24288787824746796,2.2182669622100106,0.2969011698510997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
19,Monster,TV,1.3148312149171268,2.208434647042969,4.1863765283466305,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12365,Bakuman. 3rd Season,TV,0.2692389469025358,2.198602331875928,2.107842648001919,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1535,Death Note,TV,0.5253023594775377,2.198602331875928,18.16625077903182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
32366,Gintama°: Aizome Kaori-hen,OVA,-0.22154926053288448,2.178937701541843,-0.02051022821105469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30654,Ansatsu Kyoushitsu (TV) 2nd Season,TV,0.2692389469025358,2.169105386374802,2.889605030987759,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20583,Haikyuu!!,TV,0.2692389469025358,2.169105386374802,4.8601643098882255,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19647,Hajime no Ippo: Rising,TV,0.2692389469025358,2.169105386374802,0.8881072617934194,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4282,Kara no Kyoukai 5: Mujun Rasen,Movie,-0.24288787824746796,2.169105386374802,1.6965577410646009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
10379,Natsume Yuujinchou San,TV,0.013175534327533928,2.159273071207761,1.5369034562462114,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22135,Ping Pong The Animation,TV,-0.029501701101633054,2.159273071207761,1.4432306097491332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21329,Mushishi Special: Hihamukage,Special,-0.24288787824746796,2.149440756040719,0.5648584127324207,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31043,Boku dake ga Inai Machi,TV,-0.008163083387049562,2.139608440873678,7.010590047690578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7785,Yojouhan Shinwa Taikei,TV,-0.029501701101633054,2.139608440873678,1.9055567288575952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3297,Aria The Origination,TV,0.013175534327533928,2.1297761257066363,0.6948511496629329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30709,Kamisama Hajimemashita: Kako-hen,OVA,-0.1788720251037175,2.1297761257066363,0.2800272880575656,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6114,Rainbow: Nisha Rokubou no Shichinin,TV,0.2905775646171193,2.1297761257066363,2.2146315172120254,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31240,Re:Zero kara Hajimeru Isekai Seikatsu,TV,0.2692389469025358,2.1297761257066363,6.16156928397743,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Movie,-0.24288787824746796,2.1297761257066363,1.170804068446822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5300,Zoku Natsume Yuujinchou,TV,0.013175534327533928,2.1297761257066363,1.753089805581533,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,-0.029501701101633054,2.110111495372552,8.131636027949869,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24415,Kuroko no Basket 3rd Season,TV,0.2692389469025358,2.110111495372552,3.036453407677434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movie,-0.24288787824746796,2.1002791802055105,3.1805472371770294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10408,Hotarubi no Mori e,Movie,-0.24288787824746796,2.1002791802055105,3.272031039549541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28171,Shokugeki no Souma,TV,0.24790032918795232,2.1002791802055105,6.035918151227308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32995,Yuri!!! on Ice,TV,-0.008163083387049562,2.1002791802055105,1.5525186376681197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Movie,-0.22154926053288448,2.0904468650384693,-0.12709843504307583,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,TV,0.24790032918795232,2.0904468650384693,1.3788362284181328,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7472,Gintama Movie: Shinyaku Benizakura-hen,Movie,-0.24288787824746796,2.080614549871428,0.604060544596534,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
777,Hellsing Ultimate,OVA,-0.05084031881621654,2.080614549871428,5.09650810720393,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
22535,Kiseijuu: Sei no Kakuritsu,TV,0.24790032918795232,2.080614549871428,7.431543232844732,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28735,Shouwa Genroku Rakugo Shinjuu,TV,0.013175534327533928,2.080614549871428,0.9709078558051504,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12431,Uchuu Kyoudai,TV,1.8482966577817144,2.080614549871428,1.0012443589647688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28805,Bakemono no Ko,Movie,-0.24288787824746796,2.0707822347043865,1.1447544433644796,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
578,Hotaru no Haka,Movie,-0.24288787824746796,2.0707822347043865,2.8604725020966524,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16894,Kuroko no Basket 2nd Season,TV,0.2692389469025358,2.0707822347043865,4.109085028715059,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5028,Major S5,TV,0.2692389469025358,2.0707822347043865,0.19303102614041537,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,One Piece,TV,,2.0707822347043865,8.88005197210481,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,TV,0.2905775646171193,2.0609499195373453,1.749806239394683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,TV,0.5679795949067047,2.0609499195373453,1.0216024693232382,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),Movie,-0.24288787824746796,2.0609499195373453,1.4153385391952806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
17389,Kingdom 2nd Season,TV,0.5679795949067047,2.0609499195373453,0.24011371685296828,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,Slam Dunk,TV,1.8909738932108813,2.0511176043703037,1.176586793342552,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10162,Usagi Drop,TV,-0.029501701101633054,2.0511176043703037,3.224893622733874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18617,Girls und Panzer der Film,Movie,-0.24288787824746796,2.0412852892032625,0.13808601861379416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32182,Mob Psycho 100,TV,-0.008163083387049562,2.0412852892032625,3.2041159455848627,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
877,Nana,TV,0.7386885366233726,2.0412852892032625,3.268692747259577,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2251,Baccano!,TV,0.013175534327533928,2.0314529740362195,6.2961225295007885,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24687,Mushishi Zoku Shou: Odoro no Michi,Special,-0.24288787824746796,2.0314529740362195,0.2907718463023133,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16498,Shingeki no Kyojin,TV,0.2692389469025358,2.0314529740362195,16.01938223793189,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10030,Bakuman. 2nd Season,TV,0.2692389469025358,2.021620658869178,2.435122986658994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5941,Cross Game,TV,0.8027043897671231,2.021620658869178,0.6391399766927135,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
